gene_id,gene_name
672,ENSG00000158825.6,CDA
673,ENSG00000158828.8,PINK1
674,ENSG00000284005.1,MIR6084
675,ENSG00000117242.7,PINK1-AS
676,ENSG00000244038.11,DDOST
677,ENSG00000117245.13,KIF17
678,ENSG00000235432.1,RP5-930J4.5
679,ENSG00000189410.12,SH2D5
680,ENSG00000233069.1,RP5-930J4.2
681,ENSG00000127483.19,HP1BP3
682,ENSG00000075151.23,EIF4G3
683,ENSG00000251914.1,RNU7-200P
684,ENSG00000221808.1,MIR1256
685,ENSG00000233072.1,RPS15AP6
686,ENSG00000236073.2,RP11-487E1.2
687,ENSG00000235112.1,HSPE1P27
688,ENSG00000287192.1,RP3-329E20.3
689,ENSG00000117298.16,ECE1
690,ENSG00000236936.1,RP3-329E20.2
691,ENSG00000231105.2,ECE1-AS1
692,ENSG00000236216.5,PPP1R11P1
693,ENSG00000228823.1,PDE4DIPP10
694,ENSG00000236009.1,RP11-293F5.1
695,ENSG00000227001.3,NBPF2P
696,ENSG00000187952.9,HS6ST1P1
697,ENSG00000186543.7,CROCCP5
698,ENSG00000142794.19,NBPF3
699,ENSG00000176378.8,PFN1P10
700,ENSG00000162551.14,ALPL
701,ENSG00000233431.1,LINC02596
702,ENSG00000076864.20,RAP1GAP
703,ENSG00000090686.16,USP48
704,ENSG00000231978.2,RP11-132G19.3
705,ENSG00000187942.12,LDLRAD2
706,ENSG00000142798.20,HSPG2
707,ENSG00000232037.3,RP11-26H16.1
708,ENSG00000283234.1,RP11-26H16.4
709,ENSG00000219073.8,CELA3B
710,ENSG00000285959.1,RP1-224A6.11
711,ENSG00000273610.1,RN7SL386P
712,ENSG00000201919.1,RNU6-1022P
713,ENSG00000142789.20,CELA3A
714,ENSG00000278124.1,RN7SL186P
715,ENSG00000201273.1,RNU6-776P
716,ENSG00000228397.3,LINC01635
717,ENSG00000218510.9,LINC00339
718,ENSG00000070831.17,CDC42
719,ENSG00000285752.1,CDC42-AS1
720,ENSG00000285794.1,RP1-224A6.10
721,ENSG00000230068.2,CDC42-IT1
722,ENSG00000271428.1,MPHOSPH6P1
723,ENSG00000162552.15,WNT4
724,ENSG00000285873.1,RP1-163O16.1
725,ENSG00000266564.1,MIR4418
726,ENSG00000234397.3,PPIAP34
727,ENSG00000279625.1,RP11-415K20.2
728,ENSG00000184677.18,ZBTB40
729,ENSG00000237200.1,ZBTB40-IT1
730,ENSG00000070886.12,EPHA8
731,ENSG00000276835.2,MIR6127
732,ENSG00000173372.17,C1QA
733,ENSG00000159189.12,C1QC
734,ENSG00000173369.17,C1QB
735,ENSG00000133216.17,EPHB2
736,ENSG00000265422.1,MIR4684
737,ENSG00000225952.1,RP11-69E9.1
738,ENSG00000264014.1,MIR4253
739,ENSG00000215906.8,LACTBL1
740,ENSG00000227868.6,TEX46
741,ENSG00000004487.17,KDM1A
742,ENSG00000240553.1,RP1-184J9.2
743,ENSG00000263793.1,MIR3115
744,ENSG00000266802.1,ENSG00000266802
745,ENSG00000169641.13,LUZP1
746,ENSG00000229010.1,RP5-979D14.1
747,ENSG00000206935.1,RNU6-514P
748,ENSG00000252578.1,RNU6-135P
749,ENSG00000179546.5,HTR1D
750,ENSG00000215381.3,RP5-1057J7.1
751,ENSG00000261326.4,LINC01355
752,ENSG00000284726.1,RP5-1057J7.8
753,ENSG00000125944.21,HNRNPR
754,ENSG00000125945.15,ZNF436
755,ENSG00000249087.7,ZNF436-AS1
756,ENSG00000201405.1,Y
757,ENSG00000271420.1,RP5-1057J7.7
758,ENSG00000204219.11,TCEA3
759,ENSG00000232482.2,RP4-654C18.1
760,ENSG00000088280.19,ASAP3
761,ENSG00000007968.7,E2F2
762,ENSG00000235052.1,RP1-150O5.3
763,ENSG00000117318.9,ID3
764,ENSG00000285802.1,RP1-150O5.4
765,ENSG00000197880.9,MDS2
766,ENSG00000229239.2,RP11-223J15.2
767,ENSG00000142676.14,RPL11
768,ENSG00000236810.6,ELOA-AS1
769,ENSG00000011007.12,ELOA
770,ENSG00000057757.10,PITHD1
771,ENSG00000011009.11,LYPLA2
772,ENSG00000117308.15,GALE
773,ENSG00000117305.15,HMGCL
774,ENSG00000179163.12,FUCA1
775,ENSG00000188822.8,CNR2
776,ENSG00000229106.1,BTBD6P1
777,ENSG00000232557.3,RP11-4M23.3
778,ENSG00000264926.1,MIR378F
779,ENSG00000230228.2,H3P1
780,ENSG00000189266.13,PNRC2
781,ENSG00000188529.15,SRSF10
782,ENSG00000215905.4,RP11-4M23.7
783,ENSG00000225315.2,RP11-293P20.2
784,ENSG00000142661.19,MYOM3
785,ENSG00000230703.1,MYOM3-AS1
786,ENSG00000142677.4,IL22RA1
787,ENSG00000185436.12,IFNLR1
788,ENSG00000230023.2,LINC02800
789,ENSG00000232298.2,GRHL3-AS1
790,ENSG00000158055.16,GRHL3
791,ENSG00000001460.18,STPG1
792,ENSG00000001461.17,NIPAL3
793,ENSG00000286061.1,RCAN3AS
794,ENSG00000117602.13,RCAN3
795,ENSG00000264443.1,NCMAP-DT
796,ENSG00000184454.7,NCMAP
797,ENSG00000227312.2,RP11-496D1.2
798,ENSG00000239106.1,Y
799,ENSG00000133226.17,SRRM1
800,ENSG00000284699.1,RP11-373M8.2
801,ENSG00000169504.15,CLIC4
802,ENSG00000238482.1,RNU6-1208P
803,ENSG00000020633.19,RUNX3
804,ENSG00000278034.1,MIR6731
805,ENSG00000229162.1,RUNX3-AS1
806,ENSG00000261025.1,RP11-84D1.2
807,ENSG00000264371.1,MIR4425
808,ENSG00000285823.1,LINC02793
809,ENSG00000233755.1,RP4-799D16.1
810,ENSG00000233419.3,IFITM3P7
811,ENSG00000231953.2,RP4-706G24.1
812,ENSG00000117614.10,SYF2
813,ENSG00000284602.1,RP3-465N24.7
814,ENSG00000284657.1,RP3-465N24.8
815,ENSG00000117616.18,RSRP1
816,ENSG00000272432.1,RP3-465N24.6
817,ENSG00000261349.1,RP3-465N24.5
818,ENSG00000187010.21,RHD
819,ENSG00000224183.1,SDHDP6
820,ENSG00000259984.1,RP11-335G20.7
821,ENSG00000183726.11,TMEM50A
822,ENSG00000188672.19,RHCE
823,ENSG00000238084.4,RP3-469D22.1
824,ENSG00000204178.11,MACO1
825,ENSG00000157978.12,LDLRAP1
826,ENSG00000225643.1,RP11-70P17.1
827,ENSG00000117643.15,MAN1C1
828,ENSG00000233478.1,RP1-187B23.1
829,ENSG00000162430.18,SELENON
830,ENSG00000255054.3,RP1-317E23.6
831,ENSG00000228172.5,RP1-317E23.3
832,ENSG00000117640.18,MTFR1L
833,ENSG00000272478.1,RP1-317E23.7
834,ENSG00000127423.11,AUNIP
835,ENSG00000236528.1,RP1-125I3.2
836,ENSG00000182749.6,PAQR7
837,ENSG00000207302.1,Y
838,ENSG00000117632.23,STMN1
839,ENSG00000229786.1,SNRPFP2
840,ENSG00000223624.1,RP1-125I3.4
841,ENSG00000283938.1,MIR3917
842,ENSG00000158006.14,PAFAH2
843,ENSG00000207237.1,RNU6-110P
844,ENSG00000252190.1,ENSG10010139548.1
845,ENSG00000252691.1,ENSG10010134544.1
846,ENSG00000158008.10,EXTL1
847,ENSG00000158014.15,SLC30A2
848,ENSG00000284309.1,RP11-96L14.9
849,ENSG00000158022.7,TRIM63
850,ENSG00000175087.10,PDIK1L
851,ENSG00000197245.6,FAM110D
852,ENSG00000282872.2,C1orf232
853,ENSG00000236782.7,ZNF593OS
854,ENSG00000142684.9,ZNF593
855,ENSG00000142675.18,CNKSR1
856,ENSG00000188782.9,CATSPER4
857,ENSG00000236155.6,ZPLD2P
858,ENSG00000278572.1,RP11-231P20.6
859,ENSG00000130695.16,CEP85
860,ENSG00000270733.1,RP11-231P20.5
861,ENSG00000142669.15,SH3BGRL3
862,ENSG00000158062.20,UBXN11
863,ENSG00000169442.9,CD52
864,ENSG00000176092.17,CRYBG2
865,ENSG00000225854.2,RP11-569G9.7
866,ENSG00000176083.18,ZNF683
867,ENSG00000131914.11,LIN28A
868,ENSG00000117682.17,DHDDS
869,ENSG00000223583.1,RP3-476K8.4
870,ENSG00000225891.2,DHDDS-AS1
871,ENSG00000198830.11,HMGN2
872,ENSG00000224129.1,DPPA2P2
873,ENSG00000117676.14,RPS6KA1
874,ENSG00000238705.1,MIR1976
875,ENSG00000243905.3,RN7SL679P
876,ENSG00000252802.1,Y
877,ENSG00000252429.2,RNU7-29P
878,ENSG00000229247.2,RP11-492M19.3
879,ENSG00000238316.1,ENSG10010138693.1
880,ENSG00000235069.2,RP4-785J1.1
881,ENSG00000260063.1,RP5-968P14.2
882,ENSG00000117713.20,ARID1A
883,ENSG00000060642.11,PIGV
884,ENSG00000241188.3,RN7SL165P
885,ENSG00000287810.1,RP1-50O24.8
886,ENSG00000204160.12,ZDHHC18
887,ENSG00000175793.12,SFN
888,ENSG00000142751.15,GPN2
889,ENSG00000226698.1,RP1-50O24.6
890,ENSG00000198746.13,GPATCH3
891,ENSG00000090273.14,NUDC
892,ENSG00000131910.5,NR0B2
893,ENSG00000175707.9,KDF1
894,ENSG00000172746.6,RPL12P13
895,ENSG00000224064.1,RPL32P6
896,ENSG00000225294.1,OSTCP2
897,ENSG00000253368.4,TRNP1
898,ENSG00000158246.8,TENT5B
899,ENSG00000090020.11,SLC9A1
900,ENSG00000229985.2,RP11-40H20.5
901,ENSG00000214973.3,CHCHD3P3
902,ENSG00000225159.1,NPM1P39
903,ENSG00000225990.2,SNRPEP7
904,ENSG00000224311.1,RP11-40H20.4
905,ENSG00000142784.16,WDTC1
906,ENSG00000252098.1,Y
907,ENSG00000243659.1,RP11-4K3
908,ENSG00000186501.15,TMEM222
909,ENSG00000206888.1,RNU6-48P
910,ENSG00000241547.1,ACTG1P20
911,ENSG00000142765.18,SYTL1
912,ENSG00000142733.17,MAP3K6
913,ENSG00000142748.13,FCN3
914,ENSG00000174950.11,CD164L2
915,ENSG00000231207.1,RP1-144C9.2
916,ENSG00000181773.7,GPR3
917,ENSG00000158195.11,WASF2
918,ENSG00000241169.1,RP4-752I6.1
919,ENSG00000237429.1,RP1-159A19.4
920,ENSG00000126705.15,AHDC1
921,ENSG00000000938.13,FGR
922,ENSG00000235912.1,RP1-159A19.3
923,ENSG00000233975.2,LINC02574
924,ENSG00000126709.16,IFI6
925,ENSG00000225886.3,RP11-288L9.4
926,ENSG00000206767.1,RNU6-949P
927,ENSG00000226662.2,CHMP1AP1
928,ENSG00000207095.1,RNU6-424P
929,ENSG00000287244.1,RP3-426I6.8
930,ENSG00000009780.16,FAM76A
931,ENSG00000231344.1,RP3-426I6.2
932,ENSG00000230833.1,RPEP3
933,ENSG00000117758.14,STX12
934,ENSG00000269971.1,RP3-426I6.5
935,ENSG00000270031.1,RP3-426I6.6
936,ENSG00000223062.1,RNU6-1245P
937,ENSG00000286433.1,RP3-426I6.7
938,ENSG00000117751.18,PPP1R8
939,ENSG00000252947.1,SCARNA1
940,ENSG00000130775.16,THEMIS2
941,ENSG00000117748.10,RPA2
942,ENSG00000130768.15,SMPDL3B
943,ENSG00000227050.1,RP11-460I13.2
944,ENSG00000158156.9,XKR8
945,ENSG00000158161.16,EYA3
946,ENSG00000238231.2,RP11-460I13.6
947,ENSG00000240750.3,RN7SL559P
948,ENSG00000228589.3,SPCS2P4
949,ENSG00000228943.1,RP5-1053E7.2
950,ENSG00000214812.3,RP5-1053E7.3
951,ENSG00000253005.1,RNU6-176P
952,ENSG00000169403.12,PTAFR
953,ENSG00000126698.11,DNAJC8
954,ENSG00000130770.18,ATP5IF1
955,ENSG00000270605.1,RP5-1092A3.4
956,ENSG00000271398.1,RP5-1092A3.5
957,ENSG00000130766.5,SESN2
958,ENSG00000130772.14,MED18
959,ENSG00000204138.13,PHACTR4
960,ENSG00000206779.1,Y
961,ENSG00000229820.2,RP1-308E4.1
962,ENSG00000221216.1,RNU6ATAC27P
963,ENSG00000180198.17,RCC1
964,ENSG00000242125.3,SNHG3
965,ENSG00000274266.1,SNORA73A
966,ENSG00000200087.1,SNORA73B
967,ENSG00000231468.2,PRDX3P2
968,ENSG00000279443.1,RP4-669K10.8
969,ENSG00000180098.9,TRNAU1AP
970,ENSG00000197989.14,SNHG12
971,ENSG00000221539.1,SNORD99
972,ENSG00000278274.1,SNORA61
973,ENSG00000273544.1,SNORA44
974,ENSG00000280498.1,SNORA16A
975,ENSG00000274582.1,SNORA16A
976,ENSG00000120656.13,TAF12
977,ENSG00000188060.8,RAB42
978,ENSG00000229388.1,LINC01715
979,ENSG00000270103.3,RNU11
980,ENSG00000274978.1,RNU11
981,ENSG00000162419.13,GMEB1
982,ENSG00000252777.1,ENSG10010139645.1
983,ENSG00000198492.16,YTHDF2
984,ENSG00000116329.11,OPRD1
985,ENSG00000233427.1,RP1-212P9.3
986,ENSG00000199756.1,Y
987,ENSG00000159023.22,EPB41
988,ENSG00000225616.2,RP4-604A21.1
989,ENSG00000206704.1,Y
990,ENSG00000277958.1,Metazoa
991,ENSG00000253304.2,TMEM200B
992,ENSG00000225750.1,RP11-242O24.3
993,ENSG00000116350.17,SRSF4
994,ENSG00000277916.1,ENSG10010136122.1
995,ENSG00000116353.16,MECR
996,ENSG00000237934.1,RP11-467D18.2
997,ENSG00000060656.20,PTPRU
998,ENSG00000230523.1,LINC01756
999,ENSG00000225011.4,RP11-810H18.1
1000,ENSG00000228176.1,RP4-656G21.1
1001,ENSG00000284676.1,RP11-179G8.2
1002,ENSG00000270927.1,RP11-179G8.1
1003,ENSG00000233399.2,LINC01648
1004,ENSG00000233372.1,RP5-893G23.1
1005,ENSG00000231251.1,RP3-357I16.1
1006,ENSG00000236335.1,RP4-591L5.1
1007,ENSG00000231949.1,RP4-591L5.2
1008,ENSG00000162510.6,MATN1
1009,ENSG00000186056.10,MATN1-AS1
1010,ENSG00000287510.1,RP5-1166H10.4
1011,ENSG00000162511.8,LAPTM5
1012,ENSG00000264773.1,MIR4420
1013,ENSG00000229607.1,RP5-1125N11.1
1014,ENSG00000223382.5,LINC01778
1015,ENSG00000222784.1,RN7SKP91
1016,ENSG00000235143.1,RP1-65J11.5
1017,ENSG00000162512.16,SDC3
1018,ENSG00000266210.2,RN7SL371P
1019,ENSG00000134644.16,PUM1
1020,ENSG00000237329.2,RP11-201O14.1
1021,ENSG00000232768.1,RP11-201O14.2
1022,ENSG00000215900.4,SELENOWP1
1023,ENSG00000225142.2,RP11-490K7.1
1024,ENSG00000084628.10,NKAIN1
1025,ENSG00000060688.13,SNRNP40
1026,ENSG00000229447.2,RP11-490K7.4
1027,ENSG00000121766.16,ZCCHC17
1028,ENSG00000229044.1,RP11-266K22.2
1029,ENSG00000121769.8,FABP3
1030,ENSG00000168528.12,SERINC2
1031,ENSG00000215899.3,RP11-439L8.2
1032,ENSG00000206981.1,RNU6-40P
1033,ENSG00000260386.6,LDC1P
1034,ENSG00000265961.1,Y
1035,ENSG00000284543.1,LINC01226
1036,ENSG00000229167.2,RP11-73M7.1
1037,ENSG00000142910.16,TINAGL1
1038,ENSG00000121764.11,HCRTR1
1039,ENSG00000162517.13,PEF1
1040,ENSG00000235790.7,PEF1-AS1
1041,ENSG00000264078.1,RP11-73M7.9
1042,ENSG00000084636.18,COL16A1
1043,ENSG00000121753.13,ADGRB2
1044,ENSG00000266580.1,MIR4254
1045,ENSG00000254545.1,RP11-84A19.3
1046,ENSG00000134668.12,SPOCD1
1047,ENSG00000203620.2,RP11-84A19.2
1048,ENSG00000269967.1,RP11-84A19.4
1049,ENSG00000184007.22,PTP4A2
1050,ENSG00000288678.1,RP4-534N18.5
1051,ENSG00000228634.1,RP4-534N18.2
1052,ENSG00000284702.1,RP4-534N18.4
1053,ENSG00000121774.18,KHDRBS1
1054,ENSG00000203325.3,RP11-277A4.4
1055,ENSG00000121775.18,TMEM39B
1056,ENSG00000266203.1,MIR5585
1057,ENSG00000276493.1,Metazoa
1058,ENSG00000025800.14,KPNA6
1059,ENSG00000250135.1,RP4-622L5.2
1060,ENSG00000084652.16,TXLNA
1061,ENSG00000160050.16,CCDC28B
1062,ENSG00000224066.1,RP4-622L5.7
1063,ENSG00000160051.12,IQCC
1064,ENSG00000222046.3,DCDC2B
1065,ENSG00000160055.20,TMEM234
1066,ENSG00000084623.12,EIF3I
1067,ENSG00000220785.7,MTMR9LP
1068,ENSG00000183615.6,FAM167B
1069,ENSG00000182866.17,LCK
1070,ENSG00000277617.1,Metazoa
1071,ENSG00000252450.1,Y
1072,ENSG00000116478.12,HDAC1
1073,ENSG00000175130.7,MARCKSL1
1074,ENSG00000233775.1,RP4-811H24.9
1075,ENSG00000162526.7,TSSK3
1076,ENSG00000225828.1,FAM229A
1077,ENSG00000160058.19,BSDC1
1078,ENSG00000224333.1,GAPDHP20
1079,ENSG00000270850.1,RP11-395N6.4
1080,ENSG00000229259.1,LRRC37A12P
1081,ENSG00000263529.2,RN7SL122P
1082,ENSG00000254553.1,RP1-27O5.3
1083,ENSG00000273274.2,ZBTB8B
1084,ENSG00000160062.15,ZBTB8A
1085,ENSG00000176261.16,ZBTB8OS
1086,ENSG00000200591.1,Y
1087,ENSG00000162521.19,RBBP4
1088,ENSG00000162520.15,SYNC
1089,ENSG00000224409.1,RP11-114B7.6
1090,ENSG00000162522.11,KIAA1522
1091,ENSG00000134684.12,YARS1
1092,ENSG00000116497.18,S100PBP
1093,ENSG00000160097.20,FNDC5
1094,ENSG00000121905.10,HPCA
1095,ENSG00000121900.19,TMEM54
1096,ENSG00000287691.1,RP5-1174N9.3
1097,ENSG00000116514.17,RNF19B
1098,ENSG00000278966.2,RP5-1174N9.2
1099,ENSG00000217644.5,RP4-803A2.1
1100,ENSG00000239670.1,RP4-803A2.2
1101,ENSG00000236065.2,RP1-117O3.2
1102,ENSG00000004455.17,AK2
1103,ENSG00000276645.1,Metazoa
1104,ENSG00000142920.17,AZIN2
1105,ENSG00000278997.1,RP11-131M11.2
1106,ENSG00000116525.14,TRIM62
1107,ENSG00000279179.1,RP11-131M11.3
1108,ENSG00000284721.1,RP11-131M11.4
1109,ENSG00000160094.15,ZNF362
1110,ENSG00000270115.1,RP11-415J8.7
1111,ENSG00000184389.9,A3GALT2
1112,ENSG00000225313.5,RP11-415J8.3
1113,ENSG00000134686.19,PHC2
1114,ENSG00000284154.1,MIR3605
1115,ENSG00000222112.1,RN7SKP16
1116,ENSG00000233246.1,PHC2-AS1
1117,ENSG00000234512.1,TLR12P
1118,ENSG00000121903.15,ZSCAN20
1119,ENSG00000235907.2,RP4-580O19.2
1120,ENSG00000121904.18,CSMD2
1121,ENSG00000227000.2,HSPD1P14
1122,ENSG00000176256.11,HMGB4
1123,ENSG00000231163.6,CSMD2-AS1
1124,ENSG00000201148.1,RNA5SP42
1125,ENSG00000142698.15,C1orf94
1126,ENSG00000270241.1,RP4-657M3.2
1127,ENSG00000287703.1,RP4-651I17.1
1128,ENSG00000207941.1,MIR552
1129,ENSG00000163866.9,SMIM12
1130,ENSG00000189280.3,GJB5
1131,ENSG00000189433.7,GJB4
1132,ENSG00000255811.1,RP1-34M23.5
1133,ENSG00000188910.8,GJB3
1134,ENSG00000187513.9,GJA4
1135,ENSG00000230163.1,RP5-997D16.2
1136,ENSG00000116544.12,DLGAP3
1137,ENSG00000284773.1,RP11-244H3.5
1138,ENSG00000241014.2,GPR199P
1139,ENSG00000271741.1,RP11-244H3.4
1140,ENSG00000243749.1,TMEM35B
1141,ENSG00000163867.17,ZMYM6
1142,ENSG00000197056.11,ZMYM1
1143,ENSG00000233940.1,RPL12P45
1144,ENSG00000228348.1,EFCAB14P1
1145,ENSG00000284640.1,RP11-181E22.4
1146,ENSG00000116560.11,SFPQ
1147,ENSG00000201868.1,Y
1148,ENSG00000146463.12,ZMYM4
1149,ENSG00000240374.3,RN7SL503P
1150,ENSG00000201542.1,SNORA62
1151,ENSG00000229994.1,RPL5P4
1152,ENSG00000227409.1,ZMYM4-AS1
1153,ENSG00000278702.1,Metazoa
1154,ENSG00000142687.18,KIAA0319L
1155,ENSG00000236274.1,RP4-728D4.3
1156,ENSG00000020129.16,NCDN
1157,ENSG00000239636.1,TFAP2E-AS1
1158,ENSG00000116819.9,TFAP2E
1159,ENSG00000126067.12,PSMB2
1160,ENSG00000142686.8,C1orf216
1161,ENSG00000092853.14,CLSPN
1162,ENSG00000232335.1,RP11-435D7.3
1163,ENSG00000134698.11,AGO4
1164,ENSG00000092847.13,AGO1
1165,ENSG00000271164.1,CFAP97P1
1166,ENSG00000286899.1,RP4-789D17.6
1167,ENSG00000271914.1,RP4-789D17.5
1168,ENSG00000126070.20,AGO3
1169,ENSG00000271554.1,RP4-665N4.8
1170,ENSG00000232862.5,RP4-665N4.4
1171,ENSG00000092850.12,TEKT2
1172,ENSG00000116863.11,ADPRS
1173,ENSG00000171812.13,COL8A2
1174,ENSG00000054116.12,TRAPPC3
1175,ENSG00000116871.16,MAP7D1
1176,ENSG00000264592.2,RN7SL131P
1177,ENSG00000054118.15,THRAP3
1178,ENSG00000231849.1,UBE2V2P4
1179,ENSG00000214193.11,SH3D21
1180,ENSG00000142694.7,EVA1B
1181,ENSG00000286379.1,RP11-268J15.6
1182,ENSG00000196182.11,STK40
1183,ENSG00000181817.6,LSM10
1184,ENSG00000222821.1,RNU4-27P
1185,ENSG00000116885.18,OSCP1
1186,ENSG00000201448.1,SNORA63C
1187,ENSG00000116898.12,MRPS15
1188,ENSG00000119535.18,CSF3R
1189,ENSG00000230214.1,FTLP18
1190,ENSG00000284705.1,RP11-251B9.1
1191,ENSG00000284720.1,RP4-614N24.3
1192,ENSG00000234481.2,RP4-614N24.1
1193,ENSG00000163873.10,GRIK3
1194,ENSG00000284650.1,RP3-406M12.1
1195,ENSG00000223944.2,RP5-1180C18.1
1196,ENSG00000264698.1,MIR4255
1197,ENSG00000207328.1,RNU6-636P
1198,ENSG00000252368.1,RNA5SP43
1199,ENSG00000230451.2,RPS29P6
1200,ENSG00000233621.2,LINC01137
1201,ENSG00000163874.11,ZC3H12A
1202,ENSG00000283724.1,MIR6732
1203,ENSG00000163875.16,MEAF6
1204,ENSG00000263675.1,MIR5581
1205,ENSG00000163877.11,SNIP1
1206,ENSG00000232273.1,FTH1P1
1207,ENSG00000237749.4,RP3-423B22.5
1208,ENSG00000163879.11,DNALI1
1209,ENSG00000134697.13,GNL2
1210,ENSG00000284748.1,RP11-566C13.2
1211,ENSG00000169218.14,RSPO1
1212,ENSG00000116922.15,C1orf109
1213,ENSG00000134690.11,CDCA8
1214,ENSG00000183317.17,EPHA10
1215,ENSG00000200421.1,Y
1216,ENSG00000214141.4,ACTN4P2
1217,ENSG00000227416.2,RP11-109P14.2
1218,ENSG00000185090.15,MANEAL
1219,ENSG00000233728.1,RP11-109P14.9
1220,ENSG00000196449.4,YRDC
1221,ENSG00000197982.14,C1orf122
1222,ENSG00000188786.10,MTF1
1223,ENSG00000235673.1,RP11-109P14.8
1224,ENSG00000230955.1,RP11-109P14.10
1225,ENSG00000204084.13,INPP5B
1226,ENSG00000252448.1,SNORA63
1227,ENSG00000222282.1,RNU6-584P
1228,ENSG00000277168.1,Metazoa
1229,ENSG00000183431.12,SF3A3
1230,ENSG00000212541.1,RNU6-510P
1231,ENSG00000183386.10,FHL3
1232,ENSG00000183520.12,UTP11
1233,ENSG00000185668.8,POU3F1
1234,ENSG00000224592.5,MIR3659HG
1235,ENSG00000223589.2,RP5-884C9.3
1236,ENSG00000265596.1,MIR3659
1237,ENSG00000284623.1,LINC02786
1238,ENSG00000286552.1,RP11-214L19.3
1239,ENSG00000287987.1,RP11-214L19.2
1240,ENSG00000237290.2,LINC01343
1241,ENSG00000275350.1,RP11-329N22.2
1242,ENSG00000200796.1,RNU6-753P
1243,ENSG00000238063.3,LINC01685
1244,ENSG00000215895.4,HSPA5P1
1245,ENSG00000284632.1,RP11-334L9.2
1246,ENSG00000116954.8,RRAGC
1247,ENSG00000273637.1,RP5-864K19.7
1248,ENSG00000228436.3,RP5-864K19.4
1249,ENSG00000214114.9,MYCBP
1250,ENSG00000274944.4,RP5-864K19.6
1251,ENSG00000131233.10,GJA9
1252,ENSG00000158315.11,RHBDL2
1253,ENSG00000199963.1,RNU6-605P
1254,ENSG00000207466.1,Y
1255,ENSG00000235549.1,EIF1P2
1256,ENSG00000174574.16,AKIRIN1
1257,ENSG00000168653.11,NDUFS5
1258,ENSG00000127603.31,MACF1
1259,ENSG00000206654.1,RNU6-608P
1260,ENSG00000222378.1,RNA5SP44
1261,ENSG00000287422.1,RP11-416A14.2
1262,ENSG00000226438.1,RP11-420K8.1
1263,ENSG00000217897.2,HSPE1P8
1264,ENSG00000183682.8,BMP8A
1265,ENSG00000237624.1,OXCT2P1
1266,ENSG00000243970.3,PPIEL
1267,ENSG00000090621.15,PABPC4
1268,ENSG00000228060.3,PABPC4-AS1
1269,ENSG00000201457.1,SNORA55
1270,ENSG00000163909.8,HEYL
1271,ENSG00000225903.1,RP1-144F13.3
1272,ENSG00000116981.4,NT5C1A
1273,ENSG00000116983.13,HPCAL4
1274,ENSG00000084072.17,PPIE
1275,ENSG00000225333.6,RP1-144F13.4
1276,ENSG00000252413.1,RNU7-121P
1277,ENSG00000116985.12,BMP8B
1278,ENSG00000198754.5,OXCT2
1279,ENSG00000285905.1,BMP8B-AS1
1280,ENSG00000261798.1,RP1-118J21.25
1281,ENSG00000229213.1,RP1-118J21.24
1282,ENSG00000284719.1,RP1-118J21.27
1283,ENSG00000284678.1,LINC02811
1284,ENSG00000043514.17,TRIT1
1285,ENSG00000202222.1,Y
1286,ENSG00000116990.11,MYCL
1287,ENSG00000236546.1,MYCL-AS1
1288,ENSG00000207356.1,Y
1289,ENSG00000168389.18,MFSD2A
1290,ENSG00000228477.1,RP3-342P20.2
1291,ENSG00000131236.18,CAP1
1292,ENSG00000131238.18,PPT1
1293,ENSG00000226745.2,OAZ1P1
1294,ENSG00000117000.9,RLF
1295,ENSG00000207508.1,RNU6-1237P
1296,ENSG00000188800.6,TMCO2
1297,ENSG00000259943.1,RP1-39G22.7
1298,ENSG00000084073.10,ZMPSTE24
1299,ENSG00000231296.1,RP1-39G22.4
1300,ENSG00000049089.15,COL9A2
1301,ENSG00000227311.3,RP1-228H13.1
1302,ENSG00000084070.12,SMAP2
1303,ENSG00000213172.3,RP1-228H13.2
1304,ENSG00000284677.1,RP1-228H13.6
1305,ENSG00000187801.15,ZFP69B
1306,ENSG00000260920.2,RP1-228H13.5
1307,ENSG00000279667.1,RP11-656D10.7
1308,ENSG00000187815.10,ZFP69
1309,ENSG00000238287.1,RP11-656D10.3
1310,ENSG00000164002.12,EXO5
1311,ENSG00000227278.1,RP11-656D10.5
1312,ENSG00000238186.1,RP11-656D10.6
1313,ENSG00000117010.17,ZNF684
1314,ENSG00000286838.1,RP1-63P18.3
1315,ENSG00000236505.1,RP1-63P18.2
1316,ENSG00000233910.1,GTF2F2P2
1317,ENSG00000117016.10,RIMS3
1318,ENSG00000287743.1,RP4-739H11.5
1319,ENSG00000237899.1,RP4-739H11.3
1320,ENSG00000272145.1,NFYC-AS1
1321,ENSG00000066136.20,NFYC
1322,ENSG00000198974.3,MIR30E
1323,ENSG00000207962.1,MIR30C1
1324,ENSG00000117013.17,KCNQ4
1325,ENSG00000264582.2,RN7SL326P
1326,ENSG00000179862.7,CITED4
1327,ENSG00000229528.1,RP5-1066H13.4
1328,ENSG00000228940.1,RP11-348A7.1
1329,ENSG00000286668.1,RP11-348A7.7
1330,ENSG00000233118.2,UBE2V1P8
1331,ENSG00000171793.16,CTPS1
1332,ENSG00000281207.1,SLFNL1-AS1
1333,ENSG00000171790.15,SLFNL1
1334,ENSG00000010803.16,SCMH1
1335,ENSG00000215893.3,RPL23AP17
1336,ENSG00000287400.1,RP11-399E6.6
1337,ENSG00000235358.2,RP11-399E6.1
